time_elapsed,ball_detected,ball_x,ball_y,ball_width,joystick_x,joystick_y,RT_intensity,LT_intensity,btn_X,btn_A,btn_B,reset,end
0.692793607711792,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.0986824035644531,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.4832067489624023,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
1.8548071384429932,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.219665288925171,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.590348243713379,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
2.945136308670044,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.3113059997558594,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
3.6757969856262207,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.045657634735107,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.4057838916778564,False,-1,-1,-1,0,0,0,0,0,0,0,0,0
4.769809722900391,False,-1,-1,-1,-0.913726806640625,0,0.63671875,0,0,0,0,0,0
5.126372575759888,False,-1,-1,-1,-0.411773681640625,0,0.73828125,0,0,0,0,0,0
5.487559795379639,False,-1,-1,-1,-0.1529541015625,0,0.73828125,0,0,0,0,0,0
5.838591575622559,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.41015625,0,0,0,0,0,0
6.201443195343018,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.40234375,0,0,0,0,0,0
6.554675102233887,True,492.20672607421875,341.6612648963928,37.24205017089844,-0.364715576171875,0,0.3671875,0,0,0,0,0,0
6.914055109024048,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.0,0,0,0,0,0,0
7.264382600784302,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.0,0,0,0,0,0,0
7.61963415145874,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.0,0,0,0,0,0,0
7.967533111572266,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.0,0,0,0,0,0,0
8.332415103912354,True,492.20672607421875,341.6612648963928,37.24205017089844,0.00390625,0,0.0,0,0,0,0,0,0
8.688704252243042,True,408.80988121032715,223.16153347492218,109.70555305480957,0.00390625,0,0.0,0,0,0,0,0,0
9.04021406173706,True,408.80988121032715,223.16153347492218,109.70555305480957,0.00390625,0,0.0,0,0,0,0,0,0
9.394005298614502,True,408.80988121032715,223.16153347492218,109.70555305480957,0.00390625,0,0.0,0,0,0,0,0,0
9.753409385681152,True,408.80988121032715,223.16153347492218,109.70555305480957,0.00390625,0,0.0,0,0,0,0,0,0
10.105207920074463,True,408.80988121032715,223.16153347492218,109.70555305480957,0.00390625,0,0.0,0,0,0,0,0,0
10.467884063720703,True,408.80988121032715,223.16153347492218,109.70555305480957,0.00390625,0,0.0,0,0,0,0,0,0
